Status,Código da loja,Nome da empresa,Linha de endereço 1,Linha de endereço 2,Linha de endereço 3,Linha de endereço 4,Linha de endereço 5,Sub-região,Região,Área político-administrativa,País ou região,CEP,Telefone principal,Outros telefones,Site,Categoria principal,Categorias adicionais,Horário de funcionamento no domingo,Horário de funcionamento na segunda-feira,Horário de funcionamento na terça-feira,Horário de funcionamento na quarta-feira,Horário de funcionamento na quinta-feira,Horário de funcionamento na sexta-feira,Horário de funcionamento no sábado,Horários especiais,Da empresa,Data de abertura,Logotipo da foto,Foto da capa,Outras fotos,Etiquetas,Telefone das extensões de local do Google AdWords,Destaques: Administrada por mulheres (is_owned_by_women)
Não publicados,rosariopaintings,Rosario Paintings,"Rodovia Admar Gonzaga, 841, Ap 523",,,,,Itacorubi,Florianópolis,Santa Catarina,Brasil,88034000,+55 47 99967-1767,,http://rosariopaintings.com.br/,Artesanato,,,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,,,"Pinturas a óleo, belas e únicas. Aceitamos encomendas. Um ótimo investimento, presente e decoração.",,,https://lh3.googleusercontent.com/3ZQ1uvS1NglbLcBFqibeho0bwBoKKxJFUiTixNNjXI_FijLPcfujsFMDXwYaUcEZhlvEkVQu6yktiFH0=s0,,,+55 47 99967-1767,
